id,question1_en,question2_en,question2_fr,is_duplicate
673,What is the best accordion for beginners to learn on?,How difficult would it be to learn how to play the accordion if I know how to play the piano?,À quel point serait-il difficile d'apprendre à jouer de l'accordéon si je sais jouer du piano?,0
674,Role of junior leaders in Indian army?,What is the role of the Indian army?,Quel est le rôle de l'armée indienne?,0
675,What's your opinion about the decision on removal of 500 and 1000 rupees currency notes?,What is the use of demonetizing Rs. 500 & Rs. 1000 notes?,Quelle est l'utilisation de la démonétisation Rs. 500 & Rs. 1000 notes?,1
676,What are some of the most mind-blowing facts about Bengaluru?,What are some interesting facts about Bengaluru?,Quels sont les faits intéressants sur Bengaluru?,1
677,"If both the parents have blood group B+, can the child have A+?",If both my parents have blood group B+ can I be A+?,Si mes deux parents ont le groupe sanguin B + puis-je être A +?,0
678,Which book is best for Neet chemistry?,Which is the best book for chemistry for NEET?,Quel est le meilleur livre de chimie pour NEET?,1
679,What is the essence of enlightenment?,What is enlightenment?,Qu'est-ce que l'illumination?,0
680,Why are so many questions posted to Quora that are so easily answered by using Google?,Why do many Quora users ask questions they could look up online?,Pourquoi de nombreux utilisateurs de Quora posent-ils des questions qu'ils pourraient consulter en ligne?,1
681,How should I answer if an interviewer asks me to sell a pen or any other product as I am pursuing a MBA?,What should be the answer if your interviewer asks you to sell his pen in front of him?,Quelle devrait être la réponse si votre interlocuteur vous demande de vendre son stylo devant lui?,0
682,What are some great side dishes for a minestrone soup?,"68.44% of product passes the process spec.To pass, the product must be close to average. How many standard deviations away does 68.44% represent?","68,44% du produit est conforme aux spécifications du processus. Pour réussir, le produit doit être proche de la moyenne. Combien d'écarts-types de distance représentent 68,44%?",0
683,How much is the maximum gold you can take when flying from India to USA?,Why don't we fly east to go from India to USA?,Pourquoi ne volons-nous pas vers l’est pour aller de l’Inde aux États-Unis?,0
684,"If my reservation status is RAC, does it mean the seat has been confirmed?","My family tickets have changed from RAC to CNF (Confirmed), will all of us have adjacent seats? After preparation of charts?","Mes billets de famille sont passés de RAC à CNF (Confirmé), allons-nous tous avoir des sièges adjacents? Après préparation des cartes?",0
685,How does a new website protect its design and user interface from copycats?,What is a way to design a beautiful user interface?,Comment concevoir une belle interface utilisateur?,0
686,How can I improve my skills?,How do I improve my learning skills?,Comment puis-je améliorer mes compétences d'apprentissage?,0
687,Is it possible to use SPI between AVR and Raspberry pi?,What are the uses of Raspberry Pi and Intel Galileo?,Quelles sont les utilisations de Raspberry Pi et Intel Galileo?,0
688,Which are the best movies of 2016?,What is your best 2016 movie?,Quel est votre meilleur film 2016?,1
689,What would be effect of 500 and 1000 Rs notes ban?,"Why Central Govt banned old 500 and 1000 Rs note, but issued new 500 and 2000 Rs note?","Pourquoi Central Govt a-t-il banni les vieux billets de 500 et 1000 R, mais a publié une nouvelle note de 500 et 2000 Rs?",1
690,What are some of the best photos?,What is a good photo?,Qu'est-ce qu'une bonne photo?,0
691,Why students run away from home?,Why do people run away from home?,Pourquoi les gens fuient-ils de chez eux?,0
692,"In C++, what are access modifiers?",What are access modifiers in Java?,Quels sont les modificateurs d'accès en Java?,0
693,"Can you analyze history, or is it unscientific?","Can poetry be learned? Or is it a “you have it or not"" sort of thing?",Peut-on apprendre la poésie? Ou est-ce un genre de chose que vous avez ou pas?,0
694,What are some interesting theories about life after death?,What is the truth about life after death since there are some unconfirmed examples?,Quelle est la vérité sur la vie après la mort puisqu'il existe des exemples non confirmés?,0
695,Do I need to get a tetanus shot again?,Do I need to get a tetanus shot?,Dois-je me faire vacciner contre le tétanos?,0
696,How light bend with gravity?,"If gravity bends light, can light bend gravity?","Si la gravité plie la lumière, la lumière peut-elle plier la gravité?",1
697,What does it mean to hike up your skirt?,What are some cute ways to cut up a skirt?,Quelles sont quelques façons mignonnes de couper une jupe?,0
698,How many new cars are sold by Maserati in the US each year?,Has Lotus actually sold any cars in the US over the last 10 year?,Lotus a-t-il effectivement vendu des voitures aux États-Unis au cours des 10 dernières années?,0
699,How do you send a private message to someone you're following on Quora?,How do I send another person a message on Quora?,Comment envoyer un message à une autre personne sur Quora?,1
700,How do you train a white Pitbull with brown spots?,How do I train White Pitbulls?,Comment former des White Pitbulls?,1
701,What is the difference between a turkey and a chicken?,"Why does turkey have darker, more flavorful dark meat than chicken?",Pourquoi la dinde a-t-elle une viande plus foncée et plus savoureuse que le poulet?,0
702,What are some of the most surreal questions asked on Quora?,What is the most surreal question on Quora?,Quelle est la question la plus surréaliste sur Quora?,1
703,What is the difference between IT and computer science engineering?,What are the differences between computer science and computer engineering?,Quelles sont les différences entre l'informatique et le génie informatique?,0
704,When will the best time for having sex?,What would be the best time to have sex?,Quel serait le meilleur moment pour avoir des relations sexuelles?,1
705,How can I consult a good free online astrologer?,Are there any good free online astrologers?,Y a-t-il de bons astrologues en ligne gratuits?,1
706,Why we don't feel sympathy towards everyone?,Why don't I feel like talking to anyone?,Pourquoi n'ai-je pas envie de parler à quelqu'un?,0
707,Why do brothers hate sisters?,Why do we hate our sisters?,Pourquoi détestons-nous nos sœurs?,1
708,What is the best site for downloading Kannada films in torrent form?,What's a good torrent site to download games from?,Qu'est-ce qu'un bon site de torrent pour télécharger des jeux?,0
709,What are some of the most gruesome causes of death?,What causes death by hanging?,Qu'est-ce qui cause la mort par pendaison?,0
710,What is latency in telecom?,How does WiFi latency compare to Wired Ethernet?,Comment la latence WiFi se compare-t-elle à l’Ethernet filaire?,0
711,Is senior residency at Hindu Rao Hospital teaching experience?,I am studying BS Computer science. I am in 7th semester and can't pass the basic programming course. Wasted alot money?,J'étudie l'informatique BS. Je suis au 7ème semestre et ne peux pas passer le cours de programmation de base. Gaspillé beaucoup d'argent?,0
712,What behavioral adaptations do pandas have?,What behavioral adaptations do red pandas have?,Quelles sont les adaptations comportementales des pandas rouges?,0
713,Is Textile Engineering Good?,Is textile engineering good or not?,L'ingénierie textile est-elle bonne ou non?,1
714,What is the fastest production car?,What is the world's fastest street legal car?,Quelle est la voiture la plus rapide au monde?,0
715,How magnets are made?,What are magnets made of?,De quoi sont faits les aimants?,0
716,What's the street value of A332?,What is true value?,Quelle est la vraie valeur?,0
717,What are the qualifications for being an FBI or CIA agent?,What does it take to become an FBI agent?,Que faut-il pour devenir un agent du FBI?,0
718,What is the best operating system for the PC in 2014?,What is the best operating system for PC?,Quel est le meilleur système d'exploitation pour PC?,0
719,Why are major Indian TV channels absent in northeast?,How many TV channels are there in the world?,Combien de chaînes de télévision y a-t-il dans le monde?,0
